Updated On,State,Total Tested,Positive,Negative,Unconfirmed,Male(Confirmed Cases),Female(Confirmed Cases),Transgender(Confirmed Cases),Unknown(Confirmed Cases),Male(Deceased Cases),Female(Deceased Cases),Transgender(Deceased Cases),Unknown(Deceased Cases)
11-02-2021,Gujarat,11184241,,,,,,,,,,,
12-02-2021,Gujarat,11216545,,,,,,,,,,,
13-02-2021,Gujarat,11246954,,,,,,,,,,,
14-02-2021,Gujarat,11273012,,,,,,,,,,,
15-02-2021,Gujarat,11301404,,,,,,,,,,,
16-02-2021,Gujarat,11332917,,,,,,,,,,,
17-02-2021,Gujarat,11364444,,,,,,,,,,,
18-02-2021,Gujarat,11395504,,,,,,,,,,,
19-02-2021,Gujarat,11426929,,,,,,,,,,,
20-02-2021,Gujarat,11457831,,,,,,,,,,,
21-02-2021,Gujarat,11486652,,,,,,,,,,,
22-02-2021,Gujarat,11516986,,,,,,,,,,,
23-02-2021,Gujarat,11550722,,,,,,,,,,,
24-02-2021,Gujarat,11586675,,,,,,,,,,,
25-02-2021,Gujarat,11626508,,,,,,,,,,,
26-02-2021,Gujarat,11666635,,,,,,,,,,,
27-02-2021,Gujarat,11706362,,,,,,,,,,,
28-02-2021,Gujarat,11739846,,,,,,,,,,,
01-03-2021,Gujarat,11772956,,,,,,,,,,,
02-03-2021,Gujarat,11812132,,,,,,,,,,,
03-03-2021,Gujarat,11851954,,,,,,,,,,,
04-03-2021,Gujarat,11894510,,,,,,,,,,,
05-03-2021,Gujarat,11937704,,,,,,,,,,,
06-03-2021,Gujarat,11979578,,,,,,,,,,,
07-03-2021,Gujarat,12016996,,,,,,,,,,,
08-03-2021,Gujarat,12054039,,,,,,,,,,,
09-03-2021,Gujarat,12098835,,,,,,,,,,,
10-03-2021,Gujarat,12145245,,,,,,,,,,,
11-03-2021,Gujarat,12187600,,,,,,,,,,,
12-03-2021,Gujarat,12230975,,,,,,,,,,,
13-03-2021,Gujarat,12275445,,,,,,,,,,,
14-03-2021,Gujarat,12321047,,,,,,,,,,,
15-03-2021,Gujarat,12367262,,,,,,,,,,,
16-03-2021,Gujarat,12419088,,,,,,,,,,,
17-03-2021,Gujarat,12477426,,,,,,,,,,,
18-03-2021,Gujarat,12536086,,,,,,,,,,,
19-03-2021,Gujarat,12598997,,,,,,,,,,,
20-03-2021,Gujarat,12661933,,,,,,,,,,,
21-03-2021,Gujarat,12722014,,,,,,,,,,,
22-03-2021,Gujarat,12781096,,,,,,,,,,,
23-03-2021,Gujarat,12849797,,,,,,,,,,,
24-03-2021,Gujarat,12926709,,,,,,,,,,,
25-03-2021,Gujarat,13008414,,,,,,,,,,,
26-03-2021,Gujarat,13096513,,,,,,,,,,,
27-03-2021,Gujarat,13182148,,,,,,,,,,,
28-03-2021,Gujarat,13263977,,,,,,,,,,,
29-03-2021,Gujarat,13334810,,,,,,,,,,,
30-03-2021,Gujarat,13406686,,,,,,,,,,,
31-03-2021,Gujarat,13497177,,,,,,,,,,,
01-04-2021,Gujarat,13598199,,,,,,,,,,,
02-04-2021,Gujarat,13705405,,,,,,,,,,,
03-04-2021,Gujarat,13819989,,,,,,,,,,,
04-04-2021,Gujarat,13932822,,,,,,,,,,,
05-04-2021,Gujarat,14049043,,,,,,,,,,,
06-04-2021,Gujarat,14174426,,,,,,,,,,,
07-04-2021,Gujarat,14298292,,,,,,,,,,,
08-04-2021,Gujarat,14433123,,,,,,,,,,,
09-04-2021,Gujarat,14567455,,,,,,,,,,,
10-04-2021,Gujarat,14716579,,,,,,,,,,,
11-04-2021,Gujarat,14861756,,,,,,,,,,,
12-04-2021,Gujarat,15005034,,,,,,,,,,,
13-04-2021,Gujarat,15154363,,,,,,,,,,,
14-04-2021,Gujarat,15307435,,,,,,,,,,,
15-04-2021,Gujarat,15466550,,,,,,,,,,,
16-04-2021,Gujarat,15627525,,,,,,,,,,,
17-04-2021,Gujarat,15801091,,,,,,,,,,,
18-04-2021,Gujarat,15966802,,,,,,,,,,,
19-04-2021,Gujarat,16125282,,,,,,,,,,,
20-04-2021,Gujarat,16298864,,,,,,,,,,,
21-04-2021,Gujarat,16480875,,,,,,,,,,,
22-04-2021,Gujarat,16670240,,,,,,,,,,,
23-04-2021,Gujarat,16860142,,,,,,,,,,,
24-04-2021,Gujarat,17045176,,,,,,,,,,,
25-04-2021,Gujarat,17213348,,,,,,,,,,,
26-04-2021,Gujarat,17372504,,,,,,,,,,,
27-04-2021,Gujarat,17535696,,,,,,,,,,,
28-04-2021,Gujarat,17709605,,,,,,,,,,,
29-04-2021,Gujarat,17878957,,,,,,,,,,,
30-04-2021,Gujarat,18039956,,,,,,,,,,,
01-05-2021,Gujarat,18190727,,,,,,,,,,,
02-05-2021,Gujarat,18328441,,,,,,,,,,,
03-05-2021,Gujarat,18460323,,,,,,,,,,,
04-05-2021,Gujarat,18601098,,,,,,,,,,,
05-05-2021,Gujarat,18746283,,,,,,,,,,,
06-05-2021,Gujarat,18884876,,,,,,,,,,,
07-05-2021,Gujarat,19023924,,,,,,,,,,,
08-05-2021,Gujarat,19158868,,,,,,,,,,,
09-05-2021,Gujarat,19286299,,,,,,,,,,,
10-05-2021,Gujarat,19422086,,,,,,,,,,,
11-05-2021,Gujarat,19565601,,,,,,,,,,,
12-05-2021,Gujarat,19709259,,,,,,,,,,,
13-05-2021,Gujarat,19849128,,,,,,,,,,,
14-05-2021,Gujarat,19978336,,,,,,,,,,,
15-05-2021,Gujarat,20106656,,,,,,,,,,,
16-05-2021,Gujarat,20230784,,,,,,,,,,,
17-05-2021,Gujarat,20352437,,,,,,,,,,,
18-05-2021,Gujarat,20467101,,,,,,,,,,,
19-05-2021,Gujarat,20557040,,,,,,,,,,,
20-05-2021,Gujarat,20653954,,,,,,,,,,,
21-05-2021,Gujarat,20763702,,,,,,,,,,,
22-05-2021,Gujarat,20870917,,,,,,,,,,,
23-05-2021,Gujarat,20973092,,,,,,,,,,,
24-05-2021,Gujarat,21072692,,,,,,,,,,,
25-05-2021,Gujarat,21170095,,,,,,,,,,,
26-05-2021,Gujarat,21272316,,,,,,,,,,,
27-05-2021,Gujarat,21375281,,,,,,,,,,,
28-05-2021,Gujarat,21478980,,,,,,,,,,,
29-05-2021,Gujarat,21579218,,,,,,,,,,,
30-05-2021,Gujarat,21671123,,,,,,,,,,,
31-05-2021,Gujarat,21759214,,,,,,,,,,,
01-06-2021,Gujarat,21842042,,,,,,,,,,,
02-06-2021,Gujarat,21926442,,,,,,,,,,,
03-06-2021,Gujarat,22009878,,,,,,,,,,,
04-06-2021,Gujarat,22092779,,,,,,,,,,,
05-06-2021,Gujarat,22171235,,,,,,,,,,,
06-06-2021,Gujarat,22244510,,,,,,,,,,,
07-06-2021,Gujarat,22309332,,,,,,,,,,,
08-06-2021,Gujarat,22381707,,,,,,,,,,,
09-06-2021,Gujarat,22455486,,,,,,,,,,,
10-06-2021,Gujarat,22532158,,,,,,,,,,,
11-06-2021,Gujarat,22604931,,,,,,,,,,,
12-06-2021,Gujarat,22673779,,,,,,,,,,,
13-06-2021,Gujarat,22736919,,,,,,,,,,,
14-06-2021,Gujarat,22794305,,,,,,,,,,,
15-06-2021,Gujarat,22854646,,,,,,,,,,,
16-06-2021,Gujarat,22916035,,,,,,,,,,,
17-06-2021,Gujarat,22976730,,,,,,,,,,,
18-06-2021,Gujarat,23036542,,,,,,,,,,,
19-06-2021,Gujarat,23093131,,,,,,,,,,,
20-06-2021,Gujarat,23145712,,,,,,,,,,,
21-06-2021,Gujarat,23192009,,,,,,,,,,,
22-06-2021,Gujarat,23246120,,,,,,,,,,,
23-06-2021,Gujarat,23298784,,,,,,,,,,,
24-06-2021,Gujarat,23359904,,,,,,,,,,,
25-06-2021,Gujarat,23418107,,,,,,,,,,,
26-06-2021,Gujarat,23473720,,,,,,,,,,,
27-06-2021,Gujarat,23526874,,,,,,,,,,,
28-06-2021,Gujarat,23574778,,,,,,,,,,,
29-06-2021,Gujarat,23631617,,,,,,,,,,,
30-06-2021,Gujarat,23690300,,,,,,,,,,,
01-07-2021,Gujarat,23754343,,,,,,,,,,,
02-07-2021,Gujarat,23813162,,,,,,,,,,,
03-07-2021,Gujarat,23873009,,,,,,,,,,,
04-07-2021,Gujarat,23927790,,,,,,,,,,,
05-07-2021,Gujarat,23978744,,,,,,,,,,,
06-07-2021,Gujarat,24033168,,,,,,,,,,,
07-07-2021,Gujarat,24087751,,,,,,,,,,,
08-07-2021,Gujarat,24143687,,,,,,,,,,,
09-07-2021,Gujarat,24199679,,,,,,,,,,,
10-07-2021,Gujarat,24255671,,,,,,,,,,,
11-07-2021,Gujarat,24296959,,,,,,,,,,,
12-07-2021,Gujarat,24343747,,,,,,,,,,,
13-07-2021,Gujarat,24392614,,,,,,,,,,,
14-07-2021,Gujarat,24448788,,,,,,,,,,,
15-07-2021,Gujarat,24508164,,,,,,,,,,,
16-07-2021,Gujarat,24564137,,,,,,,,,,,
17-07-2021,Gujarat,24626287,,,,,,,,,,,
18-07-2021,Gujarat,24682324,,,,,,,,,,,
19-07-2021,Gujarat,24742065,,,,,,,,,,,
20-07-2021,Gujarat,24810546,,,,,,,,,,,
21-07-2021,Gujarat,24878052,,,,,,,,,,,
22-07-2021,Gujarat,24945995,,,,,,,,,,,
23-07-2021,Gujarat,25016334,,,,,,,,,,,
24-07-2021,Gujarat,25093189,,,,,,,,,,,
25-07-2021,Gujarat,25158102,,,,,,,,,,,
26-07-2021,Gujarat,25218683,,,,,,,,,,,
27-07-2021,Gujarat,25281241,,,,,,,,,,,
28-07-2021,Gujarat,25350355,,,,,,,,,,,
29-07-2021,Gujarat,25416982,,,,,,,,,,,
30-07-2021,Gujarat,25487154,,,,,,,,,,,
31-07-2021,Gujarat,25554891,,,,,,,,,,,
01-08-2021,Gujarat,25616710,,,,,,,,,,,
02-08-2021,Gujarat,25678427,,,,,,,,,,,
03-08-2021,Gujarat,25742307,,,,,,,,,,,
04-08-2021,Gujarat,25806966,,,,,,,,,,,
05-08-2021,Gujarat,25868675,,,,,,,,,,,
06-08-2021,Gujarat,25936650,,,,,,,,,,,
07-08-2021,Gujarat,26001986,,,,,,,,,,,
08-08-2021,Gujarat,26070279,,,,,,,,,,,
09-08-2021,Gujarat,26131219,,,,,,,,,,,
10-08-2021,Gujarat,26192626,,,,,,,,,,,
11-08-2021,Gujarat,26257682,,,,,,,,,,,
12-08-2021,Gujarat,26323227,,,,,,,,,,,
13-08-2021,Gujarat,26389851,,,,,,,,,,,
14-08-2021,Gujarat,26455555,,,,,,,,,,,
15-08-2021,Gujarat,26514698,,,,,,,,,,,
16-08-2021,Gujarat,26576266,,,,,,,,,,,
17-08-2021,Gujarat,26635705,,,,,,,,,,,
18-08-2021,Gujarat,26694657,,,,,,,,,,,
19-08-2021,Gujarat,26758995,,,,,,,,,,,
20-08-2021,Gujarat,26818835,,,,,,,,,,,
21-08-2021,Gujarat,26877461,,,,,,,,,,,
22-08-2021,Gujarat,26926121,,,,,,,,,,,
23-08-2021,Gujarat,26973685,,,,,,,,,,,
24-08-2021,Gujarat,27029570,,,,,,,,,,,
25-08-2021,Gujarat,27092276,,,,,,,,,,,
26-08-2021,Gujarat,27156337,,,,,,,,,,,
27-08-2021,Gujarat,27223546,,,,,,,,,,,
28-08-2021,Gujarat,27292523,,,,,,,,,,,
29-08-2021,Gujarat,27352563,,,,,,,,,,,
30-08-2021,Gujarat,27396634,,,,,,,,,,,
31-08-2021,Gujarat,27436475,,,,,,,,,,,
01-09-2021,Gujarat,27494654,,,,,,,,,,,
02-09-2021,Gujarat,27564025,,,,,,,,,,,
03-09-2021,Gujarat,27638158,,,,,,,,,,,
04-09-2021,Gujarat,27710427,,,,,,,,,,,
05-09-2021,Gujarat,27777321,,,,,,,,,,,
06-09-2021,Gujarat,27840689,,,,,,,,,,,
07-09-2021,Gujarat,27911383,,,,,,,,,,,
08-09-2021,Gujarat,27982219,,,,,,,,,,,
09-09-2021,Gujarat,28053212,,,,,,,,,,,
10-09-2021,Gujarat,28121521,,,,,,,,,,,
11-09-2021,Gujarat,28175467,,,,,,,,,,,
12-09-2021,Gujarat,28228765,,,,,,,,,,,
13-09-2021,Gujarat,28281959,,,,,,,,,,,
14-09-2021,Gujarat,28341450,,,,,,,,,,,
15-09-2021,Gujarat,28405898,,,,,,,,,,,
16-09-2021,Gujarat,28469588,,,,,,,,,,,
17-09-2021,Gujarat,28534530,,,,,,,,,,,
18-09-2021,Gujarat,28601396,,,,,,,,,,,
19-09-2021,Gujarat,28651769,,,,,,,,,,,
20-09-2021,Gujarat,28702807,,,,,,,,,,,
21-09-2021,Gujarat,28768897,,,,,,,,,,,
22-09-2021,Gujarat,28835909,,,,,,,,,,,
23-09-2021,Gujarat,28906612,,,,,,,,,,,
24-09-2021,Gujarat,28976970,,,,,,,,,,,
25-09-2021,Gujarat,29039637,,,,,,,,,,,
26-09-2021,Gujarat,29094875,,,,,,,,,,,
27-09-2021,Gujarat,29147299,,,,,,,,,,,
28-09-2021,Gujarat,29208426,,,,,,,,,,,
29-09-2021,Gujarat,29270939,,,,,,,,,,,
30-09-2021,Gujarat,29333272,,,,,,,,,,,
01-10-2021,Gujarat,29395645,,,,,,,,,,,
02-10-2021,Gujarat,29458583,,,,,,,,,,,
03-10-2021,Gujarat,29507963,,,,,,,,,,,
04-10-2021,Gujarat,29555142,,,,,,,,,,,
05-10-2021,Gujarat,29614939,,,,,,,,,,,
06-10-2021,Gujarat,29677613,,,,,,,,,,,
07-10-2021,Gujarat,29736931,,,,,,,,,,,
08-10-2021,Gujarat,29798130,,,,,,,,,,,
09-10-2021,Gujarat,29855430,,,,,,,,,,,
10-10-2021,Gujarat,29900369,,,,,,,,,,,
11-10-2021,Gujarat,29947554,,,,,,,,,,,
12-10-2021,Gujarat,30007434,,,,,,,,,,,
13-10-2021,Gujarat,30068716,,,,,,,,,,,
14-10-2021,Gujarat,30128812,,,,,,,,,,,
15-10-2021,Gujarat,30173663,,,,,,,,,,,
16-10-2021,Gujarat,30245566,,,,,,,,,,,
17-10-2021,Gujarat,30280132,,,,,,,,,,,
18-10-2021,Gujarat,30321269,,,,,,,,,,,
19-10-2021,Gujarat,30358522,,,,,,,,,,,
20-10-2021,Gujarat,30402765,,,,,,,,,,,
21-10-2021,Gujarat,30457804,,,,,,,,,,,
22-10-2021,Gujarat,30514147,,,,,,,,,,,
23-10-2021,Gujarat,30567173,,,,,,,,,,,
24-10-2021,Gujarat,30599574,,,,,,,,,,,
25-10-2021,Gujarat,30638496,,,,,,,,,,,
26-10-2021,Gujarat,30690456,,,,,,,,,,,
27-10-2021,Gujarat,30740538,,,,,,,,,,,
28-10-2021,Gujarat,30792214,,,,,,,,,,,
29-10-2021,Gujarat,30844692,,,,,,,,,,,
30-10-2021,Gujarat,30893781,,,,,,,,,,,
31-10-2021,Gujarat,30928063,,,,,,,,,,,
03-04-2020,Haryana,1325,44,938,343,,,,,,,,
07-04-2020,Haryana,2520,141,1821,558,,,,,,,,
08-04-2020,Haryana,2650,153,1885,612,,,,,,,,
09-04-2020,Haryana,2964,156,2017,719,,,,,,,,
10-04-2020,Haryana,3527,162,2447,918,,,,,,,,
11-04-2020,Haryana,3663,165,2472,1026,,,,,,,,
12-04-2020,Haryana,3903,181,2513,1209,,,,,,,,
13-04-2020,Haryana,4489,182,2961,1346,,,,,,,,
14-04-2020,Haryana,5210,184,3681,1345,,,,,,,,
15-04-2020,Haryana,7388,190,5581,1617,,,,,,,,
16-04-2020,Haryana,8064,214,6465,1408,,,,,,,,
17-04-2020,Haryana,8884,223,7148,1527,,,,,,,,
18-04-2020,Haryana,10454,232,8093,2143,,,,,,,,
19-04-2020,Haryana,12687,250,10230,2221,,,,,,,,
20-04-2020,Haryana,13894,251,11523,2134,,,,,,,,
21-04-2020,Haryana,14562,255,12253,2068,,,,,,,,
22-04-2020,Haryana,15561,264,13397,1914,,,,,,,,
23-04-2020,Haryana,17582,270,15452,1860,,,,,,,,
24-04-2020,Haryana,18845,275,16642,1928,,,,,,,,
25-04-2020,Haryana,20270,287,17787,2196,,,,,,,,
26-04-2020,Haryana,21467,296,19241,1930,,,,,,,,
27-04-2020,Haryana,22993,301,20702,1990,,,,,,,,
28-04-2020,Haryana,24826,308,22578,1940,,,,,,,,
29-04-2020,Haryana,26148,311,24071,1766,,,,,,,,
30-04-2020,Haryana,28202,339,25929,1934,,,,,,,,
01-05-2020,Haryana,30191,357,27784,2050,,,,,,,,
02-05-2020,Haryana,31200,369,28867,1964,,,,,,,,
03-05-2020,Haryana,35278,442,32583,2253,,,,,,,,
04-05-2020,Haryana,38183,517,34501,3120,,,,,,,,
05-05-2020,Haryana,40982,548,36806,3574,,,,,,,,
06-05-2020,Haryana,43279,594,38590,4095,,,,,,,,
07-05-2020,Haryana,46495,625,41861,4009,,,,,,,,
08-05-2020,Haryana,49746,647,43974,5125,,,,,,,,
09-05-2020,Haryana,53282,675,48468,4139,,,,,,,,
10-05-2020,Haryana,56983,703,51046,5234,,,,,,,,
11-05-2020,Haryana,59735,730,53697,5308,,,,,,,,
12-05-2020,Haryana,62377,780,56440,5157,,,,,,,,
13-05-2020,Haryana,65785,793,59890,5102,,,,,,,,
14-05-2020,Haryana,69191,818,63791,4582,,,,,,,,
15-05-2020,Haryana,72326,854,66687,4785,,,,,,,,
16-05-2020,Haryana,75097,887,69660,4550,,,,,,,,
17-05-2020,Haryana,78029,910,72494,4625,,,,,,,,
18-05-2020,Haryana,80698,928,75045,4725,,,,,,,,
19-05-2020,Haryana,82544,964,77296,4284,,,,,,,,
20-05-2020,Haryana,83944,970,78379,4595,,,,,,,,
21-05-2020,Haryana,88138,1031,82372,4735,,,,,,,,
22-05-2020,Haryana,91119,1067,85317,4735,,,,,,,,
23-05-2020,Haryana,94035,1131,88051,4853,,,,,,,,
24-05-2020,Haryana,97006,1184,91138,4684,,,,,,,,
25-05-2020,Haryana,99987,1213,94725,4049,,,,,,,,
26-05-2020,Haryana,102018,1305,97350,3363,,,,,,,,
27-05-2020,Haryana,104747,1381,99555,3811,,,,,,,,
28-05-2020,Haryana,108031,1504,102260,4267,,,,,,,,
29-05-2020,Haryana,110940,1721,105169,4050,,,,,,,,
30-05-2020,Haryana,114683,1923,108385,4375,,,,,,,,
31-05-2020,Haryana,118138,2091,11709,4338,,,,,,,,
01-06-2020,Haryana,121779,2356,114792,4631,,,,,,,,
02-06-2020,Haryana,124564,2652,117340,4572,,,,,,,,
03-06-2020,Haryana,127895,2954,120393,4548,,,,,,,,
04-06-2020,Haryana,132575,3281,124769,4525,,,,,,,,
05-06-2020,Haryana,137452,3597,129027,4828,,,,,,,,
06-06-2020,Haryana,141688,3952,132684,5052,,,,,,,,
07-06-2020,Haryana,145722,4448,136555,4791,,,,,,,,
08-06-2020,Haryana,150220,4854,140081,5285,,,,,,,,
09-06-2020,Haryana,153692,5209,143513,4970,,,,,,,,
10-06-2020,Haryana,158470,5438,147453,5579,,,,,,,,
11-06-2020,Haryana,162967,5968,151060,5939,,,,,,,,
12-06-2020,Haryana,167501,6334,155395,5772,,,,,,,,
13-06-2020,Haryana,171560,6749,159333,5478,,,,,,,,
14-06-2020,Haryana,185722,7208,172678,5836,,,,,,,,
15-06-2020,Haryana,189914,7722,176741,5478,,,,,,,,
16-06-2020,Haryana,193421,8272,180051,5098,,,,,,,,
17-06-2020,Haryana,197703,8832,183395,5476,,,,,,,,
18-06-2020,Haryana,202808,9218,187303,6287,,,,,,,,
19-06-2020,Haryana,207675,9743,192082,5850,,,,,,,,
20-06-2020,Haryana,212430,10223,196836,5371,,,,,,,,
21-06-2020,Haryana,217797,10635,201984,5178,,,,,,,,
22-06-2020,Haryana,222948,11025,206436,5487,,,,,,,,
23-06-2020,Haryana,226951,11520,210998,4433,,,,,,,,
24-06-2020,Haryana,231673,12010,214896,4767,,,,,,,,
25-06-2020,Haryana,236898,12463,219064,5371,,,,,,,,
26-06-2020,Haryana,241941,12884,223797,5260,,,,,,,,
27-06-2020,Haryana,247139,13427,228275,5437,,,,,,,,
28-06-2020,Haryana,252356,13829,233567,4960,,,,,,,,
29-06-2020,Haryana,260341,14210,241356,4775,,,,,,,,
30-06-2020,Haryana,264203,14548,244000,5655,,,,,,,,
01-07-2020,Haryana,269726,14941,249453,5332,10123,4816,2,,178,62,,
02-07-2020,Haryana,277031,15509,256053,5469,10511,4966,2,,187,64,,
03-07-2020,Haryana,288478,16003,267194,5281,10801,5200,2,,191,64,,
04-07-2020,Haryana,298094,16548,275869,5677,11159,5387,2,,193,67,,
05-07-2020,Haryana,307159,17005,284570,5584,11440,5563,2,,197,68,,
06-07-2020,Haryana,315853,17504,292701,5648,11757,5745,2,,204,72,,
07-07-2020,Haryana,323491,17999,300195,5297,12092,5905,2,,206,73,,
08-07-2020,Haryana,332504,18690,308289,5525,12525,6163,2,,208,74,,
09-07-2020,Haryana,342404,19369,317159,5876,12930,6437,2,,211,76,,
10-07-2020,Haryana,352343,19934,326679,5730,13290,6642,2,,213,77,,
11-07-2020,Haryana,363428,20582,336790,6056,13719,6861,2,,218,79,,
12-07-2020,Haryana,372621,21240,345903,5478,14139,7099,2,,221,80,,
13-07-2020,Haryana,381420,21929,353885,5606,14572,7355,2,,227,81,,
14-07-2020,Haryana,388760,22628,360991,5141,15018,7608,2,,229,83,,
15-07-2020,Haryana,400155,23306,371350,5499,15481,7823,2,,234,85,,
16-07-2020,Haryana,409852,24002,380138,5712,15951,8049,2,,236,86,,
17-07-2020,Haryana,424692,24797,393627,6268,16455,8340,2,,239,88,,
18-07-2020,Haryana,436535,25547,404852,6136,16941,8604,2,,251,93,,
19-07-2020,Haryana,447345,26164,414438,6743,17301,8861,2,,256,93,,
20-07-2020,Haryana,457310,26858,424137,6315,17774,9082,2,,260,95,,
21-07-2020,Haryana,467740,27462,434300,5978,18162,9298,2,,265,99,,
22-07-2020,Haryana,477412,28186,443585,5641,18642,9542,2,,267,105,,
23-07-2020,Haryana,490414,28975,455864,5575,19108,9865,2,,271,107,,
24-07-2020,Haryana,505220,29755,469631,5834,19694,10058,3,,273,109,,
25-07-2020,Haryana,536323,30538,500579,5206,20242,10293,3,,279,110,,
26-07-2020,Haryana,549463,31332,512734,5397,20760,10569,3,,281,111,,
27-07-2020,Haryana,559326,32127,521416,5783,21290,10834,3,,285,112,,
28-07-2020,Haryana,570219,32876,531644,5699,21785,11088,3,,292,114,,
29-07-2020,Haryana,582639,33631,543201,5807,22275,11353,3,,296,117,,
30-07-2020,Haryana,600893,34254,560863,5776,22686,11565,3,,299,118,,
31-07-2020,Haryana,612591,34965,571751,5875,23197,11765,3,,302,119,,
01-08-2020,Haryana,628806,35758,587418,5630,23740,12015,3,,306,122,,
02-08-2020,Haryana,646286,36519,604056,5711,24225,12291,3,,309,124,,
03-08-2020,Haryana,657949,37173,615375,5401,24679,12491,3,,313,127,,
04-08-2020,Haryana,671064,37796,628013,5255,25087,12706,3,,318,130,,
05-08-2020,Haryana,683500,38548,639335,5614,25598,12947,3,,323,132,,
06-08-2020,Haryana,697779,39303,652600,5879,26116,13183,4,,325,133,,
07-08-2020,Haryana,713061,40054,667244,5763,26617,13426,11,,332,135,,
08-08-2020,Haryana,730036,40843,683237,5956,27117,13715,11,,337,137,,
09-08-2020,Haryana,744080,41635,696664,5781,27626,13998,11,,345,138,,
10-08-2020,Haryana,753945,42429,705790,5726,28112,14306,11,,350,139,,
11-08-2020,Haryana,771769,43227,722780,5762,28656,14560,11,,357,143,,
12-08-2020,Haryana,786839,44024,736914,5901,29181,14832,11,,359,144,,
13-08-2020,Haryana,801784,44817,751225,5742,29705,15101,11,,366,145,,
14-08-2020,Haryana,817509,45614,766184,5711,30220,15383,11,,370,148,,
15-08-2020,Haryana,830477,46410,778189,5878,30753,15646,11,,378,150,,
16-08-2020,Haryana,844422,,791184,6085,31218,15924,11,,383,155,,
17-08-2020,Haryana,854757,48040,801232,5485,31738,16291,11,,392,158,,
18-08-2020,Haryana,867458,48936,812490,6032,32322,16603,11,,396,161,,
19-08-2020,Haryana,889259,,833173,6156,32973,16946,11,,403,164,,
20-08-2020,Haryana,910877,,853707,6244,33629,17286,11,,408,170,,
21-08-2020,Haryana,926568,,868016,6423,34397,17721,11,,413,172,,
22-08-2020,Haryana,944764,53290,885193,6281,35150,18129,11,,422,175,,
23-08-2020,Haryana,964297,54386,903523,6388,35858,18517,11,,426,177,,
24-08-2020,Haryana,983187,55460,921303,6424,36581,18868,11,,433,180,,
25-08-2020,Haryana,1001781,56608,938914,6259,37332,19265,11,,440,183,,
26-08-2020,Haryana,1025524,58005,961297,6222,38230,19764,11,,449,185,,
27-08-2020,Haryana,1051189,59298,985217,6674,39061,20226,11,,456,190,,
28-08-2020,Haryana,1076063,60596,1008916,6551,39912,20673,11,,467,194,,
29-08-2020,Haryana,1103832,61987,1035131,6714,40835,21141,11,,473,197,,
30-08-2020,Haryana,1130073,63282,1060143,6648,41653,21618,11,,481,201,,
31-08-2020,Haryana,1150126,,1079232,6162,42579,22142,11,,484,205,,
01-09-2020,Haryana,1172778,66426,1100351,6001,43713,22702,11,,494,212,,
02-09-2020,Haryana,1195800,68218,1121546,6036,44846,23361,11,,502,219,,
03-09-2020,Haryana,1220075,,1143463,6513,46118,23970,11,,519,221,,
04-09-2020,Haryana,1245640,,1167167,6490,47313,24659,11,,535,224,,
05-09-2020,Haryana,1268518,74272,1187623,6623,48834,25427,11,,551,230,,
06-09-2020,Haryana,1294598,76549,1211295,6754,50347,26191,11,,570,236,,
07-09-2020,Haryana,1317045,,1231602,6670,51851,26911,11,,583,246,,
08-09-2020,Haryana,1334010,,1246370,6581,53322,27726,11,,602,252,,
09-09-2020,Haryana,1370399,,1280217,6829,54833,28509,11,,621,261,,
10-09-2020,Haryana,1399628,,1306887,6797,56606,29327,11,,641,266,,
11-09-2020,Haryana,1431602,,1336477,6793,58174,30147,11,,659,273,,
12-09-2020,Haryana,1461644,,1363656,6873,59966,31138,11,,672,284,,
13-09-2020,Haryana,1490034,,1389712,6681,61715,31913,13,,683,292,,
14-09-2020,Haryana,1514575,,1411692,6754,63407,32709,13,,698,302,,
15-09-2020,Haryana,1536656,,1431486,6548,65055,33554,13,,719,307,,
16-09-2020,Haryana,1565646,,1457859,6471,66808,34495,13,,731,314,,
17-09-2020,Haryana,1594079,,1483521,6785,68513,35247,13,,745,324,,
18-09-2020,Haryana,1623268,,1510111,6896,70227,36021,13,,761,331,,
19-09-2020,Haryana,1651482,,1536019,6511,71998,36941,13,,778,342,,
20-09-2020,Haryana,1681221,,1563516,6448,73521,37723,13,,798,351,,
21-09-2020,Haryana,1706758,,1587365,6318,74694,38368,13,,820,357,,
22-09-2020,Haryana,1729974,,1608589,6515,75871,38986,13,,838,368,,
23-09-2020,Haryana,1758243,,1634605,6782,77184,39659,13,,854,379,,
24-09-2020,Haryana,1783274,,1658105,6615,78306,40235,13,,871,384,,
25-09-2020,Haryana,1803327,,1676711,6038,79560,41005,13,,882,391,,
26-09-2020,Haryana,1827148,,1698337,6544,80675,41579,13,,895,396,,
27-09-2020,Haryana,1851457,,1721300,6375,81654,42115,13,,906,401,,
28-09-2020,Haryana,1872894,,1741188,6294,82705,42694,13,,920,411,,
29-09-2020,Haryana,1893886,,1760914,5998,83730,43231,13,,937,419,,
30-09-2020,Haryana,1920181,,1784906,6676,84761,43825,13,,954,428,,
01-10-2020,Haryana,1947071,,1810686,6473,85598,44301,13,,969,433,,
02-10-2020,Haryana,1973593,,1835720,6485,86551,44824,13,,983,442,,
03-10-2020,Haryana,1999250,,1860408,6266,87294,45269,13,,1000,450,,
04-10-2020,Haryana,2021267,,1881421,5968,88117,45748,13,,1037,433,,
05-10-2020,Haryana,2040177,,1899393,5875,88715,46181,13,,1048,443,,
